Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/Healthcare/ClickComment,Windows - Chrome 118.0.0.0,,,2023-11-05 11:50:38,2023-11-05 11:52:09,"1m - 30,870s",PASSED
"openBrowser("""")",Windows - Chrome 118.0.0.0,,,2023-11-05 11:50:39,2023-11-05 11:51:32,"52,918s",PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Windows - Chrome 118.0.0.0,,,2023-11-05 11:51:32,2023-11-05 11:51:33,"1,131s",PASSED
"click(findTestObject(""Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Windows - Chrome 118.0.0.0,,,2023-11-05 11:51:33,2023-11-05 11:51:37,"4,185s",PASSED
"click(findTestObject(""Page_CURA Healthcare Service/a_Login""))",Windows - Chrome 118.0.0.0,,,2023-11-05 11:51:37,2023-11-05 11:51:41,"4,329s",PASSED
"setText(findTestObject(""Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Windows - Chrome 118.0.0.0,,,2023-11-05 11:51:41,2023-11-05 11:51:50,"8,604s",PASSED
"setEncryptedText(findTestObject(""Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Windows - Chrome 118.0.0.0,,,2023-11-05 11:51:50,2023-11-05 11:51:55,"4,695s",PASSED
"click(findTestObject(""Page_CURA Healthcare Service/button_Login""))",Windows - Chrome 118.0.0.0,,,2023-11-05 11:51:55,2023-11-05 11:51:58,"3,886s",PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/textarea_Comment_comment""), ""lorem ipsum"")",Windows - Chrome 118.0.0.0,,,2023-11-05 11:51:58,2023-11-05 11:52:09,"10,761s",PASSED
,,,,,,,
Test Cases/Healthcare/ClickApply,Windows - Chrome 118.0.0.0,,,2023-11-05 11:52:09,2023-11-05 11:53:37,"1m - 27,559s",PASSED
"openBrowser("""")",Windows - Chrome 118.0.0.0,,,2023-11-05 11:52:10,2023-11-05 11:53:03,"53,625s",PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Windows - Chrome 118.0.0.0,,,2023-11-05 11:53:03,2023-11-05 11:53:05,"1,419s",PASSED
"click(findTestObject(""Page_CURA Healthcare Service/a_CURA Healthcare_menu-toggle""))",Windows - Chrome 118.0.0.0,,,2023-11-05 11:53:05,2023-11-05 11:53:08,"3,861s",PASSED
"click(findTestObject(""Page_CURA Healthcare Service/a_Login""))",Windows - Chrome 118.0.0.0,,,2023-11-05 11:53:08,2023-11-05 11:53:13,"4,977s",PASSED
"setText(findTestObject(""Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Windows - Chrome 118.0.0.0,,,2023-11-05 11:53:13,2023-11-05 11:53:23,"9,720s",PASSED
"setEncryptedText(findTestObject(""Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Windows - Chrome 118.0.0.0,,,2023-11-05 11:53:23,2023-11-05 11:53:28,"5,302s",PASSED
"click(findTestObject(""Page_CURA Healthcare Service/button_Login""))",Windows - Chrome 118.0.0.0,,,2023-11-05 11:53:28,2023-11-05 11:53:33,"4,197s",PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Apply for hospital readmission_hospit_63901f""))",Windows - Chrome 118.0.0.0,,,2023-11-05 11:53:33,2023-11-05 11:53:37,"4,104s",PASSED
